gameId,season,gameType,date,homeTeamId,homeTeamAbbrev,homeTeamName,homeScore,awayTeamId,awayTeamAbbrev,awayTeamName,awayScore,gameState,gameScheduleState
2024021042,20242025,2,2025-03-13,1,NJD,Devils,3.0,22,EDM,Oilers,2.0,OFF,OK
2024021046,20242025,2,2025-03-13,30,MIN,Wild,2.0,3,NYR,Rangers,3.0,OFF,OK
2024021047,20242025,2,2025-03-13,26,LAK,Kings,3.0,15,WSH,Capitals,0.0,OFF,OK
2024021048,20242025,2,2025-03-13,28,SJS,Sharks,4.0,16,CHI,Blackhawks,2.0,OFF,OK
2024021049,20242025,2,2025-03-14,12,CAR,Hurricanes,4.0,17,DET,Red Wings,2.0,OFF,OK
2024021050,20242025,2,2025-03-14,2,NYI,Islanders,1.0,22,EDM,Oilers,2.0,OFF,OK
2024021051,20242025,2,2025-03-14,52,WPG,Jets,4.0,25,DAL,Stars,1.0,OFF,OK
2024021052,20242025,2,2025-03-14,20,CGY,Flames,2.0,21,COL,Avalanche,4.0,OFF,OK
2024021053,20242025,2,2025-03-14,24,ANA,Ducks,2.0,18,NSH,Predators,1.0,OFF,OK
2024021054,20242025,2,2025-03-14,55,SEA,Kraken,4.0,59,UTA,Utah Hockey Club,2.0,OFF,OK
2024021055,20242025,2,2025-03-15,7,BUF,Sabres,4.0,54,VGK,Golden Knights,3.0,OFF,OK
2024021056,20242025,2,2025-03-15,5,PIT,Penguins,7.0,1,NJD,Devils,3.0,OFF,OK
2024021057,20242025,2,2025-03-15,28,SJS,Sharks,1.0,15,WSH,Capitals,5.0,OFF,OK
2024021058,20242025,2,2025-03-15,6,BOS,Bruins,2.0,14,TBL,Lightning,6.0,OFF,OK
2024021059,20242025,2,2025-03-15,10,TOR,Maple Leafs,2.0,9,OTT,Senators,4.0,OFF,OK
2024021060,20242025,2,2025-03-15,8,MTL,Canadiens,3.0,13,FLA,Panthers,1.0,OFF,OK
2024021061,20242025,2,2025-03-15,4,PHI,Flyers,0.0,12,CAR,Hurricanes,5.0,OFF,OK
2024021062,20242025,2,2025-03-15,29,CBJ,Blue Jackets,0.0,3,NYR,Rangers,4.0,OFF,OK
2024021063,20242025,2,2025-03-15,30,MIN,Wild,1.0,19,STL,Blues,5.0,OFF,OK
2024021064,20242025,2,2025-03-15,26,LAK,Kings,1.0,18,NSH,Predators,0.0,OFF,OK
2024021065,20242025,2,2025-03-15,23,VAN,Canucks,6.0,16,CHI,Blackhawks,2.0,OFF,OK
2024021066,20242025,2,2025-03-16,17,DET,Red Wings,3.0,54,VGK,Golden Knights,0.0,OFF,OK
2024021067,20242025,2,2025-03-16,21,COL,Avalanche,4.0,25,DAL,Stars,3.0,OFF,OK
2024021069,20242025,2,2025-03-16,3,NYR,Rangers,1.0,22,EDM,Oilers,3.0,OFF,OK
2024021070,20242025,2,2025-03-16,2,NYI,Islanders,4.0,13,FLA,Panthers,2.0,OFF,OK
2024021068,20242025,2,2025-03-16,19,STL,Blues,7.0,24,ANA,Ducks,2.0,OFF,OK
2024021071,20242025,2,2025-03-16,23,VAN,Canucks,1.0,59,UTA,Utah Hockey Club,3.0,OFF,OK
2024021072,20242025,2,2025-03-16,55,SEA,Kraken,2.0,52,WPG,Jets,3.0,OFF,OK
2024021025,20242025,2,2025-03-11,6,BOS,Bruins,3.0,13,FLA,Panthers,2.0,OFF,OK
2024021026,20242025,2,2025-03-11,1,NJD,Devils,5.0,29,CBJ,Blue Jackets,3.0,OFF,OK
2024021027,20242025,2,2025-03-11,4,PHI,Flyers,2.0,9,OTT,Senators,5.0,OFF,OK
2024021028,20242025,2,2025-03-11,5,PIT,Penguins,3.0,54,VGK,Golden Knights,2.0,OFF,OK
2024021029,20242025,2,2025-03-11,12,CAR,Hurricanes,4.0,14,TBL,Lightning,1.0,OFF,OK
2024021030,20242025,2,2025-03-11,30,MIN,Wild,2.0,21,COL,Avalanche,1.0,OFF,OK
2024021031,20242025,2,2025-03-11,52,WPG,Jets,2.0,3,NYR,Rangers,1.0,OFF,OK
2024021032,20242025,2,2025-03-11,23,VAN,Canucks,2.0,8,MTL,Canadiens,4.0,OFF,OK
2024021033,20242025,2,2025-03-11,24,ANA,Ducks,4.0,15,WSH,Capitals,7.0,OFF,OK
2024021034,20242025,2,2025-03-11,26,LAK,Kings,4.0,2,NYI,Islanders,1.0,OFF,OK
2024021035,20242025,2,2025-03-11,28,SJS,Sharks,2.0,18,NSH,Predators,3.0,OFF,OK
2024021036,20242025,2,2025-03-12,17,DET,Red Wings,7.0,7,BUF,Sabres,3.0,OFF,OK
2024021037,20242025,2,2025-03-12,20,CGY,Flames,3.0,23,VAN,Canucks,4.0,OFF,OK
2024021038,20242025,2,2025-03-12,59,UTA,Utah Hockey Club,3.0,24,ANA,Ducks,2.0,OFF,OK
2024021039,20242025,2,2025-03-12,55,SEA,Kraken,5.0,8,MTL,Canadiens,4.0,OFF,OK
2024021040,20242025,2,2025-03-13,10,TOR,Maple Leafs,2.0,13,FLA,Panthers,3.0,OFF,OK
2024021041,20242025,2,2025-03-13,9,OTT,Senators,6.0,6,BOS,Bruins,3.0,OFF,OK
2024021043,20242025,2,2025-03-13,4,PHI,Flyers,4.0,14,TBL,Lightning,3.0,OFF,OK
2024021044,20242025,2,2025-03-13,5,PIT,Penguins,5.0,19,STL,Blues,3.0,OFF,OK
2024021045,20242025,2,2025-03-13,29,CBJ,Blue Jackets,0.0,54,VGK,Golden Knights,4.0,OFF,OK
2024021042,20242025,2,2025-03-13,1,NJD,Devils,3.0,22,EDM,Oilers,2.0,OFF,OK
2024021046,20242025,2,2025-03-13,30,MIN,Wild,2.0,3,NYR,Rangers,3.0,OFF,OK
2024021047,20242025,2,2025-03-13,26,LAK,Kings,3.0,15,WSH,Capitals,0.0,OFF,OK
2024021048,20242025,2,2025-03-13,28,SJS,Sharks,4.0,16,CHI,Blackhawks,2.0,OFF,OK
2024021049,20242025,2,2025-03-14,12,CAR,Hurricanes,4.0,17,DET,Red Wings,2.0,OFF,OK
2024021050,20242025,2,2025-03-14,2,NYI,Islanders,1.0,22,EDM,Oilers,2.0,OFF,OK
2024021051,20242025,2,2025-03-14,52,WPG,Jets,4.0,25,DAL,Stars,1.0,OFF,OK
2024021052,20242025,2,2025-03-14,20,CGY,Flames,2.0,21,COL,Avalanche,4.0,OFF,OK
2024021053,20242025,2,2025-03-14,24,ANA,Ducks,2.0,18,NSH,Predators,1.0,OFF,OK
2024021054,20242025,2,2025-03-14,55,SEA,Kraken,4.0,59,UTA,Utah Hockey Club,2.0,OFF,OK
2024021055,20242025,2,2025-03-15,7,BUF,Sabres,4.0,54,VGK,Golden Knights,3.0,OFF,OK
2024021056,20242025,2,2025-03-15,5,PIT,Penguins,7.0,1,NJD,Devils,3.0,OFF,OK
2024021057,20242025,2,2025-03-15,28,SJS,Sharks,1.0,15,WSH,Capitals,5.0,OFF,OK
2024021058,20242025,2,2025-03-15,6,BOS,Bruins,2.0,14,TBL,Lightning,6.0,OFF,OK
2024021059,20242025,2,2025-03-15,10,TOR,Maple Leafs,2.0,9,OTT,Senators,4.0,OFF,OK
2024021060,20242025,2,2025-03-15,8,MTL,Canadiens,3.0,13,FLA,Panthers,1.0,OFF,OK
2024021061,20242025,2,2025-03-15,4,PHI,Flyers,0.0,12,CAR,Hurricanes,5.0,OFF,OK
2024021062,20242025,2,2025-03-15,29,CBJ,Blue Jackets,0.0,3,NYR,Rangers,4.0,OFF,OK
2024021063,20242025,2,2025-03-15,30,MIN,Wild,1.0,19,STL,Blues,5.0,OFF,OK
2024021064,20242025,2,2025-03-15,26,LAK,Kings,1.0,18,NSH,Predators,0.0,OFF,OK
2024021065,20242025,2,2025-03-15,23,VAN,Canucks,6.0,16,CHI,Blackhawks,2.0,OFF,OK
2024021066,20242025,2,2025-03-16,17,DET,Red Wings,3.0,54,VGK,Golden Knights,0.0,OFF,OK
2024021067,20242025,2,2025-03-16,21,COL,Avalanche,4.0,25,DAL,Stars,3.0,OFF,OK
2024021069,20242025,2,2025-03-16,3,NYR,Rangers,1.0,22,EDM,Oilers,3.0,OFF,OK
2024021070,20242025,2,2025-03-16,2,NYI,Islanders,4.0,13,FLA,Panthers,2.0,OFF,OK
2024021068,20242025,2,2025-03-16,19,STL,Blues,7.0,24,ANA,Ducks,2.0,OFF,OK
2024021071,20242025,2,2025-03-16,23,VAN,Canucks,1.0,59,UTA,Utah Hockey Club,3.0,OFF,OK
2024021072,20242025,2,2025-03-16,55,SEA,Kraken,2.0,52,WPG,Jets,3.0,OFF,OK
2024021073,20242025,2,2025-03-17,6,BOS,Bruins,2.0,7,BUF,Sabres,3.0,OFF,OK
2024021074,20242025,2,2025-03-17,14,TBL,Lightning,2.0,4,PHI,Flyers,0.0,OFF,OK
2024021075,20242025,2,2025-03-17,29,CBJ,Blue Jackets,1.0,1,NJD,Devils,2.0,OFF,OK
2024021076,20242025,2,2025-03-17,10,TOR,Maple Leafs,6.0,20,CGY,Flames,2.0,OFF,OK
2024021077,20242025,2,2025-03-17,30,MIN,Wild,3.0,26,LAK,Kings,1.0,OFF,OK
2024021036,20242025,2,2025-03-12,17,DET,Red Wings,7.0,7,BUF,Sabres,3.0,OFF,OK
2024021037,20242025,2,2025-03-12,20,CGY,Flames,3.0,23,VAN,Canucks,4.0,OFF,OK
2024021038,20242025,2,2025-03-12,59,UTA,Utah Hockey Club,3.0,24,ANA,Ducks,2.0,OFF,OK
2024021039,20242025,2,2025-03-12,55,SEA,Kraken,5.0,8,MTL,Canadiens,4.0,OFF,OK
2024021040,20242025,2,2025-03-13,10,TOR,Maple Leafs,2.0,13,FLA,Panthers,3.0,OFF,OK
2024021041,20242025,2,2025-03-13,9,OTT,Senators,6.0,6,BOS,Bruins,3.0,OFF,OK
2024021043,20242025,2,2025-03-13,4,PHI,Flyers,4.0,14,TBL,Lightning,3.0,OFF,OK
2024021044,20242025,2,2025-03-13,5,PIT,Penguins,5.0,19,STL,Blues,3.0,OFF,OK
2024021045,20242025,2,2025-03-13,29,CBJ,Blue Jackets,0.0,54,VGK,Golden Knights,4.0,OFF,OK
2024021042,20242025,2,2025-03-13,1,NJD,Devils,3.0,22,EDM,Oilers,2.0,OFF,OK
2024021046,20242025,2,2025-03-13,30,MIN,Wild,2.0,3,NYR,Rangers,3.0,OFF,OK
2024021047,20242025,2,2025-03-13,26,LAK,Kings,3.0,15,WSH,Capitals,0.0,OFF,OK
2024021048,20242025,2,2025-03-13,28,SJS,Sharks,4.0,16,CHI,Blackhawks,2.0,OFF,OK
2024021049,20242025,2,2025-03-14,12,CAR,Hurricanes,4.0,17,DET,Red Wings,2.0,OFF,OK
2024021050,20242025,2,2025-03-14,2,NYI,Islanders,1.0,22,EDM,Oilers,2.0,OFF,OK
2024021051,20242025,2,2025-03-14,52,WPG,Jets,4.0,25,DAL,Stars,1.0,OFF,OK
2024021052,20242025,2,2025-03-14,20,CGY,Flames,2.0,21,COL,Avalanche,4.0,OFF,OK
2024021053,20242025,2,2025-03-14,24,ANA,Ducks,2.0,18,NSH,Predators,1.0,OFF,OK
2024021054,20242025,2,2025-03-14,55,SEA,Kraken,4.0,59,UTA,Utah Hockey Club,2.0,OFF,OK
2024021055,20242025,2,2025-03-15,7,BUF,Sabres,4.0,54,VGK,Golden Knights,3.0,OFF,OK
2024021056,20242025,2,2025-03-15,5,PIT,Penguins,7.0,1,NJD,Devils,3.0,OFF,OK
2024021057,20242025,2,2025-03-15,28,SJS,Sharks,1.0,15,WSH,Capitals,5.0,OFF,OK
2024021058,20242025,2,2025-03-15,6,BOS,Bruins,2.0,14,TBL,Lightning,6.0,OFF,OK
2024021059,20242025,2,2025-03-15,10,TOR,Maple Leafs,2.0,9,OTT,Senators,4.0,OFF,OK
2024021060,20242025,2,2025-03-15,8,MTL,Canadiens,3.0,13,FLA,Panthers,1.0,OFF,OK
2024021061,20242025,2,2025-03-15,4,PHI,Flyers,0.0,12,CAR,Hurricanes,5.0,OFF,OK
2024021062,20242025,2,2025-03-15,29,CBJ,Blue Jackets,0.0,3,NYR,Rangers,4.0,OFF,OK
2024021063,20242025,2,2025-03-15,30,MIN,Wild,1.0,19,STL,Blues,5.0,OFF,OK
2024021064,20242025,2,2025-03-15,26,LAK,Kings,1.0,18,NSH,Predators,0.0,OFF,OK
2024021065,20242025,2,2025-03-15,23,VAN,Canucks,6.0,16,CHI,Blackhawks,2.0,OFF,OK
2024021066,20242025,2,2025-03-16,17,DET,Red Wings,3.0,54,VGK,Golden Knights,0.0,OFF,OK
2024021067,20242025,2,2025-03-16,21,COL,Avalanche,4.0,25,DAL,Stars,3.0,OFF,OK
2024021069,20242025,2,2025-03-16,3,NYR,Rangers,1.0,22,EDM,Oilers,3.0,OFF,OK
2024021070,20242025,2,2025-03-16,2,NYI,Islanders,4.0,13,FLA,Panthers,2.0,OFF,OK
2024021068,20242025,2,2025-03-16,19,STL,Blues,7.0,24,ANA,Ducks,2.0,OFF,OK
2024021071,20242025,2,2025-03-16,23,VAN,Canucks,1.0,59,UTA,Utah Hockey Club,3.0,OFF,OK
2024021072,20242025,2,2025-03-16,55,SEA,Kraken,2.0,52,WPG,Jets,3.0,OFF,OK
2024021073,20242025,2,2025-03-17,6,BOS,Bruins,2.0,7,BUF,Sabres,3.0,OFF,OK
2024021074,20242025,2,2025-03-17,14,TBL,Lightning,2.0,4,PHI,Flyers,0.0,OFF,OK
2024021075,20242025,2,2025-03-17,29,CBJ,Blue Jackets,1.0,1,NJD,Devils,2.0,OFF,OK
2024021076,20242025,2,2025-03-17,10,TOR,Maple Leafs,6.0,20,CGY,Flames,2.0,OFF,OK
2024021077,20242025,2,2025-03-17,30,MIN,Wild,3.0,26,LAK,Kings,1.0,OFF,OK
2024021078,20242025,2,2025-03-18,8,MTL,Canadiens,6.0,9,OTT,Senators,3.0,OFF,OK
2024021079,20242025,2,2025-03-18,3,NYR,Rangers,1.0,20,CGY,Flames,2.0,OFF,OK
2024021080,20242025,2,2025-03-18,5,PIT,Penguins,2.0,2,NYI,Islanders,4.0,OFF,OK
2024021081,20242025,2,2025-03-18,15,WSH,Capitals,4.0,17,DET,Red Wings,1.0,OFF,OK
2024021082,20242025,2,2025-03-18,18,NSH,Predators,1.0,19,STL,Blues,4.0,OFF,OK
2024021083,20242025,2,2025-03-18,25,DAL,Stars,4.0,24,ANA,Ducks,3.0,OFF,OK
2024021084,20242025,2,2025-03-18,16,CHI,Blackhawks,2.0,55,SEA,Kraken,6.0,OFF,OK
2024021085,20242025,2,2025-03-18,22,EDM,Oilers,7.0,59,UTA,Utah Hockey Club,1.0,OFF,OK
2024021086,20242025,2,2025-03-18,23,VAN,Canucks,6.0,52,WPG,Jets,2.0,OFF,OK
2024021040,20242025,2,2025-03-13,10,TOR,Maple Leafs,2.0,13,FLA,Panthers,3.0,OFF,OK
2024021041,20242025,2,2025-03-13,9,OTT,Senators,6.0,6,BOS,Bruins,3.0,OFF,OK
2024021043,20242025,2,2025-03-13,4,PHI,Flyers,4.0,14,TBL,Lightning,3.0,OFF,OK
2024021044,20242025,2,2025-03-13,5,PIT,Penguins,5.0,19,STL,Blues,3.0,OFF,OK
2024021045,20242025,2,2025-03-13,29,CBJ,Blue Jackets,0.0,54,VGK,Golden Knights,4.0,OFF,OK
2024021042,20242025,2,2025-03-13,1,NJD,Devils,3.0,22,EDM,Oilers,2.0,OFF,OK
2024021046,20242025,2,2025-03-13,30,MIN,Wild,2.0,3,NYR,Rangers,3.0,OFF,OK
2024021047,20242025,2,2025-03-13,26,LAK,Kings,3.0,15,WSH,Capitals,0.0,OFF,OK
2024021048,20242025,2,2025-03-13,28,SJS,Sharks,4.0,16,CHI,Blackhawks,2.0,OFF,OK
2024021049,20242025,2,2025-03-14,12,CAR,Hurricanes,4.0,17,DET,Red Wings,2.0,OFF,OK
2024021050,20242025,2,2025-03-14,2,NYI,Islanders,1.0,22,EDM,Oilers,2.0,OFF,OK
2024021051,20242025,2,2025-03-14,52,WPG,Jets,4.0,25,DAL,Stars,1.0,OFF,OK
2024021052,20242025,2,2025-03-14,20,CGY,Flames,2.0,21,COL,Avalanche,4.0,OFF,OK
2024021053,20242025,2,2025-03-14,24,ANA,Ducks,2.0,18,NSH,Predators,1.0,OFF,OK
2024021054,20242025,2,2025-03-14,55,SEA,Kraken,4.0,59,UTA,Utah Hockey Club,2.0,OFF,OK
2024021055,20242025,2,2025-03-15,7,BUF,Sabres,4.0,54,VGK,Golden Knights,3.0,OFF,OK
2024021056,20242025,2,2025-03-15,5,PIT,Penguins,7.0,1,NJD,Devils,3.0,OFF,OK
2024021057,20242025,2,2025-03-15,28,SJS,Sharks,1.0,15,WSH,Capitals,5.0,OFF,OK
2024021058,20242025,2,2025-03-15,6,BOS,Bruins,2.0,14,TBL,Lightning,6.0,OFF,OK
2024021059,20242025,2,2025-03-15,10,TOR,Maple Leafs,2.0,9,OTT,Senators,4.0,OFF,OK
2024021060,20242025,2,2025-03-15,8,MTL,Canadiens,3.0,13,FLA,Panthers,1.0,OFF,OK
2024021061,20242025,2,2025-03-15,4,PHI,Flyers,0.0,12,CAR,Hurricanes,5.0,OFF,OK
2024021062,20242025,2,2025-03-15,29,CBJ,Blue Jackets,0.0,3,NYR,Rangers,4.0,OFF,OK
2024021063,20242025,2,2025-03-15,30,MIN,Wild,1.0,19,STL,Blues,5.0,OFF,OK
2024021064,20242025,2,2025-03-15,26,LAK,Kings,1.0,18,NSH,Predators,0.0,OFF,OK
2024021065,20242025,2,2025-03-15,23,VAN,Canucks,6.0,16,CHI,Blackhawks,2.0,OFF,OK
2024021066,20242025,2,2025-03-16,17,DET,Red Wings,3.0,54,VGK,Golden Knights,0.0,OFF,OK
2024021067,20242025,2,2025-03-16,21,COL,Avalanche,4.0,25,DAL,Stars,3.0,OFF,OK
2024021069,20242025,2,2025-03-16,3,NYR,Rangers,1.0,22,EDM,Oilers,3.0,OFF,OK
2024021070,20242025,2,2025-03-16,2,NYI,Islanders,4.0,13,FLA,Panthers,2.0,OFF,OK
2024021068,20242025,2,2025-03-16,19,STL,Blues,7.0,24,ANA,Ducks,2.0,OFF,OK
2024021071,20242025,2,2025-03-16,23,VAN,Canucks,1.0,59,UTA,Utah Hockey Club,3.0,OFF,OK
2024021072,20242025,2,2025-03-16,55,SEA,Kraken,2.0,52,WPG,Jets,3.0,OFF,OK
2024021073,20242025,2,2025-03-17,6,BOS,Bruins,2.0,7,BUF,Sabres,3.0,OFF,OK
2024021074,20242025,2,2025-03-17,14,TBL,Lightning,2.0,4,PHI,Flyers,0.0,OFF,OK
2024021075,20242025,2,2025-03-17,29,CBJ,Blue Jackets,1.0,1,NJD,Devils,2.0,OFF,OK
